Ground Truth,Language,Comments
Neutral,English,He drove it everyday as well.
Neutral,English,Scenting the interior for playing music
Neutral,English,Oh he’s got an f1 mc claren
Neutral,English,So easy bro it is to Play music
Neutral,English,Would say Rowan Atkinson tbh
Neutral,English,Watch spawned
Neutral,English,He had an accident. He Crashed His McLaren F1 Twice and Sold It for A $11.3 Million Profit!
Neutral,English,"Tire is very worn, looks he drove the car like it deserves."
Neutral,English,Few people know that he also raced cars
Neutral,English,i would just use starlink
Neutral,English,he crashed it twice.
Neutral,English,He already crashed it a few years ago.
Neutral,English,Playing music
Neutral,English,make this picture
Neutral,English,Wasn't it the biggest insurance claim ever?
Neutral,English,Charging Battery...
Neutral,English,If I remember he had a crash in it but may be wrong.
Neutral,English,And he know it’s
Neutral,English,Is this the one he crashed and then went on to claim the most expensive insurance repair bill in UK?
Neutral,English,Is it still out there and has he still got it
Neutral,English,I like it but it's small.
Neutral,English,It was driven often. Not a garage queeen.
Neutral,English,Is this the same one he crashed?
Neutral,English,He crashed it and then rebuilt it.
Neutral,English,Charging battery
Neutral,English,He sold that a while ago
Neutral,English,"he almost lost his life on one of these, and besides he hates being called mr. beans"
Neutral,English,Size of them carbon brakes pads !
Neutral,English,english wolf
Neutral,English,Right before he crashed it though...
Neutral,English,"He smashed that up on the A6 was nearly a total loss, was an absolute fortune to repair."
Neutral,English,Baby elephant 🐘
Neutral,English,Is he pass way or alive?
Neutral,English,cow🐄😁
Neutral,English,I believe this car still holds the record for an accident insurance repair ?
Neutral,English,Wrecked it twice and sold it for 11.3
Neutral,English,I saw on a separate post he crashed this car into a restaurant in Lancashire
Neutral,English,He wrote that off about the same time as the photo was taken
Neutral,English,Does anyone know if it was repaired after his accident or was it a write off
Neutral,English,Doing 1ml damage world record insurence pay
Neutral,English,Its B charging battery
Neutral,English,is it repaired?
Neutral,English,Old news
Neutral,English,"Cool Story about that car. He daily drove it, crashed it several time repaired it and when he finally sold it still made a profit. Look at the tires depth in the pic haha"
Neutral,Roman Urdu,hmmmm aakhir kon????
Neutral,Roman Urdu,mei ny jana k kch log hmry lye sirf itni kunjaish chorty hn k hum un ki zindgi sy nikl jyn
Neutral,Roman Urdu,ye aj kal sb ko challenge krr rh
Neutral,Roman Urdu,Sir kio weight bharana ki diet bta dain
Neutral,Roman Urdu,phr koi aysa partner dhondhen jis pe already mehnat hui oi ho
Neutral,Roman Urdu,how can i get pass to enter in the uni onu ny gate per he rok laina ï¿½
Neutral,Roman Urdu,teri bat nai ho rhi
Neutral,Roman Urdu,mery pass tum ho no problem
Neutral,Roman Urdu,Wo to thek hai phr tum kn ho
Neutral,Roman Urdu,koi mjsy bat e ni krta
Neutral,Roman Urdu,Enjoy kary😂
Neutral,Roman Urdu,jesy week mai ek holiday hota hai kash week mai ek working day hota ï¿½ï¿½
Neutral,Roman Urdu,khan shd bohat sahe keh rahe hien me pehle bbc sunta thaa lekin jab se pta chala ke reham khan ka taluq uss chenal se he to me ne vo bhee dekhna chor dya
Neutral,Roman Urdu,Bhai mujhe gym join karni ha to trainer kitni fees lega per month  plzz tell I am so stressed I am 18 years old and my weight only 33 plzz tell
Neutral,Roman Urdu,Shayed app ko ye song bht pasand hai
Neutral,Roman Urdu,han mujhy bhi yahi lagta hai main ghar walon ko melay main mili hunï¿½
Neutral,Roman Urdu,doctor afan shb zaraa hazir hoon
Neutral,Roman Urdu,Navjot bhaiya
Neutral,Roman Urdu,subha dhund thi ï¿½
Neutral,Roman Urdu,hira ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ ye larkiyan itnay beghairat kyu hy
Neutral,Roman Urdu,Nadeem
Neutral,Roman Urdu,Allah in sabko hidayat de aameen
Neutral,Roman Urdu,ye to shuro sey hi bewafa hy yaad nai tumhey kia??
Neutral,Roman Urdu,idhr e ghom phir ri huï¿½ group sy nikal dia ksi nyï¿½
Neutral,Roman Urdu,Ye to sisters itni famous ho gyi han TikTok ki waja sa....
Neutral,Roman Urdu,hey guyz is bechary newbie ko follow kr do
Neutral,Roman Urdu,man gya bhai
Neutral,Roman Urdu,pinned tweet lagi howe hai na es liye puch raha hun or suna sb thk hai
Neutral,Roman Urdu,guys she is not Muslim so leave her alone
Neutral,Roman Urdu,Bhai indirectly Kashish Gupta ko roast  kr rahe hai
Neutral,Roman Urdu,yar ap ka followers Khan sab ko follow kyo Nai kar raha 😒🤧
Neutral,Roman Urdu,sem things have been happening to me since last year lekin mei hi beghairt hu hrr wakat inkay liye available hoti huï¿½
Neutral,Roman Urdu,jaib main rkhte gift
Neutral,Roman Urdu,han yr pehly ni dekhti thi abhi dekh ri hun
Neutral,Roman Urdu,bilkol nai hon bush apko pata nai kyu lagta honï¿½ï¿½
Neutral,Roman Urdu,Hua kiya ha Bhai hama bhi batao isna kiya kiya
Neutral,Roman Urdu,O bhai
Neutral,Roman Urdu,Chalo phir aik or kaam kar do. Bohat zarori.
Neutral,Roman Urdu,Dance ki  videos kb upload hon g
Neutral,Roman Urdu,Yh kon hn...indian ?
Neutral,Roman Urdu,Yr is ki video kidr ha
Neutral,Roman Urdu,nai nai un logon pey hansi aa rai hai jo cheat karty hainaap pey to taras aa ra haiï¿½ï¿½ï¿½
Neutral,Roman Urdu,tmko itni dur kyu bethya ha? ï¿½
Neutral,Roman Urdu,dkh rhy Ho nh 😂
Neutral,Roman Urdu,likn.ap ni ho😂
Neutral,Roman Urdu,likhy jo khatt tujhy wo teri yad main hazaron rang k afsany bn gaye
Neutral,Roman Urdu,Kbb mily gaa
Neutral,Roman Urdu,bhai ye movies kb a rhi hy
Neutral,Roman Urdu,omg itne jaldi and abhe to study bhe comp nahi ke aap dono nee and bhai aap nee engagement ke treat bhe nahi de ek he bhen hon aur bhol geye
Neutral,Roman Urdu,Bhaji shoulder pain te video payo
Neutral,Roman Urdu,Sahi bola sirji....
Neutral,Roman Urdu,kdr ap ao na
Neutral,Roman Urdu,no one : chemistry wale sir : ye mdcat ka mcq hai
Neutral,Roman Urdu,mery inbox ma hoga
Neutral,Roman Urdu,indian wedding
Neutral,Roman Urdu,Kashish bhai
Neutral,Roman Urdu,rt : sultans aaj phir se maidaan main aa rahay hain! kya aap #tayyarhain? #janoobkipechaan #letsplaysaeen #msvkk
Neutral,Roman Urdu,legend kider hoo?😅
Neutral,Roman Urdu,follow to kar lai gay but follow back bhi chaye
Neutral,Roman Urdu,koi follow hi karta jai😞😔😭
Neutral,Roman Urdu,mene notice hi ni kia wese itna feel ni ho rha
Neutral,Roman Urdu,ghlat jgah panga ly gya
Neutral,Roman Urdu,pochna chahye tha
Neutral,Roman Urdu,Shera kidr hai ?
Neutral,Roman Urdu,Battery charging bhai bearing khtm ho jye tw ye bhi war jata hy
Neutral,Roman Urdu,isi ka intezar kar rahi thi main sorry karti hun tweet deleteï¿½
Neutral,Roman Urdu,Ptli ladkiyo k liye bhaiya kuch btaiye.... upper body achi nhi h meri
Neutral,Roman Urdu,Bhai mere hisaab se to shi kro ya glt pr khi to lagti he result
Neutral,Roman Urdu,koi mujhy bhe like kr do 😂
Neutral,Roman Urdu,mai aksar kehta hn apke naseeb ka time apko mil hi jana force kr k bat krny ka koi faida nhï¿½
Neutral,Roman Urdu,hahahah yad e krwa rai thiï¿½ï¿½ï¿½ï¿½ï¿½
Neutral,Roman Urdu,kya sirf mjhe hi dono eyes m difference lg rha ? ek zra choti lg rhi
Neutral,Roman Urdu,dono ankhn different lg ri
Neutral,Roman Urdu,atika kon sy wali hï¿½
Neutral,Roman Urdu,ya Muslim ha ?
Neutral,Roman Urdu,next time inshallah abi tu meiny copy past kya ab baar baar kn lkhyï¿½
Neutral,Roman Urdu,mn poucha bhi tha hum bhi naam mention kre
Neutral,Roman Urdu,ye bhai kesa ha hahaha shebab kabab hehe always supports #rashamidesai #stopdegradingrashami
Neutral,Roman Urdu,Wait loss k liya boliya plz
Neutral,Roman Urdu,Buraii koo Acha kehty wala b gunahgar HOTA hai@everyone
Neutral,Roman Urdu,Allah hadaayt de...
Neutral,Roman Urdu,stdz m time ni milta
Neutral,Roman Urdu,mei ny jana k zindgi bht tlkh hai
Neutral,Roman Urdu,Bhai man boobs ko kese Kam kare kuch upae batao
Neutral,Roman Urdu,bs social media se off ho rhi kuch time k liye need a break
Neutral,Roman Urdu,ohh kon bhool giya
Neutral,Roman Urdu,meko kia mily gaï¿½
Neutral,Roman Urdu,nhi g ap sab nhi jantyï¿½
Neutral,Roman Urdu,Es ny kia biyan diya hai??
Neutral,Roman Urdu,mn kuchh nahi keh sakti
Neutral,Roman Urdu,what the heck! koi kuch corona
Neutral,Roman Urdu,Ye kia horha Hina baaji
Neutral,Roman Urdu,Hania please ek shutout
Neutral,Roman Urdu,wese hota nhi pareshan but jb hota hu to ami ky pas beth jata hu
Neutral,Roman Urdu,kon sa grp hi
Neutral,Roman Urdu,Yi tum ho na
Neutral,Roman Urdu,lets bring the change bro abi mjhy ye ni smjh aa rhi thi k ye cholecystectomy likha ha ya cholecystitis
Neutral,Roman Urdu,Sir mai heavy weight se 12 reps easily nikal leta hu(for example 25kg se bench press).....but bilkul light weight se 20-30 reps nikale nhi jate(for example 10kg rod bench press)kya kru.... please explain
Neutral,Roman Urdu,kyunki tera dimag nehi hain isilea tu yeasab bhaunk raha hain
Neutral,Roman Urdu,na na zara b busy ni hoga
Neutral,Urdu,انشاءاللہ آپ کے ساتھ ہیں 💚
Neutral,Urdu,جد چوھدری آئے گا فیر کران گے اے گل😝
Neutral,Urdu,اس سے یہ ہی سوال اٹھتا ہے کہ اس دشت میں سب ہی موج کرتے آئے ہیں اور اب انکو اپنی ہوس ختم ہوتے اچھے نہیں لگ رہی یہ سب کپتان کی وجہ سے ہوا جس نے عوام کو تھوڑا شعوردیا اور بولنے کا حوصلہ لیکن ڈوز کچھ زیادہ ہی لگ گئی عوام کو جس کا نتیجہ یہ نکلا کہ عوام اب صرف ایک نعرہ لگاتی ہے 👇
Neutral,Urdu,اک شخص ہم خیال ہو یہ آرزو ہے بس 🌸
Neutral,Urdu,ریاست کو مذاق بنا رکھا ہے ان لنڈے کے اپوزیشن نے جو کرپٹ اور بدعنوان بھی ہیں ۔۔۔ 😕
Neutral,Urdu,اللہ پاک وہ ہے جو اپکی ذرا سی نیکی پر بھی اپکو تھام لیتا ہے '' ❤
Neutral,Urdu,کاکا جب تم نے عدت پوری نہیں ہونے دی تو عوام کیسے مدت پوری ہونے دے گی 🚬🥴
Neutral,Urdu,یار دیکھیں جب زلیل ہونا ہوتا ہے تو قدرت صفدر جیسے اللہ لوک بندے کے خلاف کاروائی پر بھی ان کو زلیل کرا دیتی ہے۔۔ WeStandWithSindhPolice ✊ StateAboveStateRejected 🤛
Neutral,Urdu,میاں سانپ میرے لیے انڈے والا برگر😜😜
Neutral,Urdu,بیکری بند اور ہم بھی بند گھر میں 😓
Neutral,Urdu,،😀😀😀😀😀😀😀😀میں نے بھی ایسے بہت سمجھایا تھا خود کو۔ پر پیپر کی رات تک نہیں سمجھا پایا۔ 😀😀
Neutral,Urdu,قریب آنے سے گریز ہی کریں میرا ذہنی توازن بگڑا ہوا ہے 😂😂😂😂
Neutral,Urdu,عادتیں کب چھوٹی ہیں😂
Neutral,Urdu,عوام کو کبھی ریلیف اور کبھی دفتری دھکوں سے بچا لیا ۔ رج کر کمیشن کھایا ۔ ملک کو قرضوں میں ڈبویا اور چلتے بنے ۔ جس ملک کی ایجینسیز ٹاپ پر ہوں جس ملک کی اسٹبلیشمنٹ دنیا کی مضبوط اسٹبلیشمنٹ کہلاتی ہو اس ملک کو یوں لوٹنا اور آج تک غنڈہ گردی جاری رکھنا کس بات کی جانب اشارہ کرتی ہیں 👇
Neutral,Urdu,ٹی_ایل_پی_پروموشن_گروپ⁩ ایکٹو لسٹ 🅰 🅰 🅰 👇
Neutral,Urdu,پھول نما شخص پہ غزل کیا لکھ ڈالی بیٹھ گئیں تتلیاں میری کتاب پر آکر محفل_سخن 👇
Neutral,Urdu,زندگی میں تنہا چل رہے ہوں تو کیا ہوا ❣ ❣ جنازے میں ہوگے سارا شہر دیکھ لینا محفل_سخن
Neutral,Urdu,پھر شام ڈھلنے لگی پھر تم یاد آرہے ہو۔۔💔
Neutral,Urdu,لیڈرررر
Neutral,Urdu,مرشد ایک لڑکی یاد آرہی ہے 😍 مرشد دعا کرو وہ کمنٹ کردے 😑😐🙊🙊🙃😜
Neutral,Urdu,جہیز میں مجھے مندرجہ ذیل چاہیئے قرآن اہل بیت پہ ایمان اور تم چاہئیے 💕 اردو اردو_زبان urdu_bazm
Neutral,Urdu,تم مجھے ایسے اچھی لگتی ہو🙈😍 جیسے پٹھان کو نسوار🙄😉🙈😍😜
Neutral,Urdu,اسلام آباد میں  ورکر کی ضرورت ہے گورنمنٹ ریٹائرڈ افراد کو ترجیح دی جاے گئ رابط نمبر 03484348141
Neutral,Urdu,اگر تم جان لو کہ میں نے کربلا میں کیا دیکھا تو تم دوبارہ کبھی نہ مُسکراو گے۔💔 امام زین العابدین ع
Neutral,Urdu,مطلب زرداری کو سوری بولنا پڑے گا؟ 😔
Neutral,Urdu,پنجاب پولیس کو بھی چاہئیے اپنی غیرت پر ٹاکی شاکی ماریں 🙏🙏🙏🙏
Neutral,Urdu,بہت بڑی بات ہے😂😂✌
Neutral,Urdu,بس اتنا جان لے اے پرکشش کہ دل تجھ سے بہل تو سکتا ہے پر تجھ پہ آنے والا نہیں🔥 اردو_زبان
Neutral,Urdu,رخصت ہوا تو آنکھ ملا کر نہیں گیا ... 💔🔥 وہ کیوں گیا یہ بھی بتا کر نہیں گیا poetry
Neutral,Urdu,اچھا جی یہ بھی؟
Neutral,Urdu,🍁کچھ تو مجبوریاں رہی ہوں گی🍁 🍁یوں کوئی بے وفا نہیں ہوتا 🍁 ادب_کا_سفر
Neutral,Urdu,آپ نسیم شاہ کی بہن تو نہیں ہو؟
Neutral,Urdu,ہم سے ملنا ہے تو گہرائیوں میں آئیے ... ..جناب♥ لاجواب موتی کناروں پہ نہیں ملا ... .کرتے اردو_زبان
Neutral,Urdu,کامی تو جتنی مرضی ٹٹے پوشی کر لے بچنا ہن کسے نیں وی نئیں جلد تجھ جیسے میڈیائ دلالوں کی بھی چھترول شروع ہونے والی ہے 💪💪💪💪
Neutral,Urdu,واہ ... .. عباسی صاحب ہون تے تسیں ترلیاں تے آگئے او😀😀
Neutral,Urdu,روره په دې کې حو زما نوم نشته دې😭 اس میں تو میرا نام نہیں ہے بھائی جان
Neutral,Urdu,❣️السلام علیکم ورحمتہ اللہ وبرکاتہ❣️ 💞آقا مدنی صلی اللہ علیہ وسلم سے رشتہ رسمی نہیں قلبی ہے وقتی نہیں دائمی ہے💞 آزمائش شرط…
Neutral,Urdu,ان قربتوں میں عجب فاصلے پڑے کی مجھے ہے آشنا کی طلب آشنا کے ہوتے ہوئے احمد فراز❤ اردو
Neutral,Urdu,کوئی فائدہ نہیں 😂
Neutral,Urdu,گندی اولاد تو یہاں بھی تو امریکہ جا وہاں اپنا کام کروا میرا جسم میری مرضی والا 🤭🤭🤭🤣😂😂 تیرے پر کام کرنے والے تمہیں یاد کر رہے ہونے ہیں
Neutral,Urdu,اچھا ہے وہ نہ کریں جو آپ کے گلے پڑ جائے جیسے نواز شریف پڑ گیا ہے اب بھی وقت ہے اس ملک کو بچا لیں ۔ ہم روکھی سوکھی کھا لیں گے مگر اس صورت میں کہ ہمیں اپنے ملک سے ایسے عناصر کو ختم کرنا ہوگا جو اس سب کے ذمے دار ہیں چاہے وہ پھر کوئی بھی ہو ہم آپکے ساتھ ہیں بس یہ ہی کہنا تھا ☝🇵🇰
Neutral,Urdu,ضرورت برائے آفس اسٹاف*
